ESTU_GENERO,EDAD,ESTU_COMOCAPACITOEXAMENSB11,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_TIENECONSOLAVIDEOJUEGOS,MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,GRUPO
0,23,1,8,3,3,0,39,88,76,39,84.0,164,2
0,26,1,2,2,2,0,9,26,22,12,40.0,123,0
0,31,1,0,5,1,0,8,30,29,23,46.0,128,0
0,20,1,3,10,3,1,47,57,61,73,20.0,152,2
1,21,2,0,10,4,0,13,34,70,64,11.0,137,2
0,17,0,4,4,3,0,27,7,14,51,7.0,119,0
0,20,2,5,8,3,1,56,53,34,60,65.0,153,2
0,28,1,2,2,2,0,15,38,62,19,1.0,124,0
0,23,0,1,8,1,0,91,82,64,68,67.0,172,1
1,22,2,5,4,4,1,80,75,46,93,71.0,173,1
1,23,2,5,5,4,1,100,100,95,93,93.0,223,1
0,36,2,2,2,2,0,8,5,1,12,5.0,98,0
0,21,1,5,4,1,0,51,61,42,43,65.0,152,2
0,22,1,2,2,1,0,92,59,57,40,94.0,169,1
1,25,2,4,0,3,0,57,88,74,40,30.0,157,2
1,25,1,4,0,2,0,23,21,34,34,1.0,121,0
1,23,1,2,0,3,0,93,67,67,85,43.0,170,1
0,24,1,2,4,1,0,45,54,12,26,38.0,135,0
0,20,1,4,0,1,0,90,99,86,82,18.0,178,1
1,19,0,3,3,3,1,96,93,94,90,96.0,197,1
0,21,0,8,8,2,0,53,71,55,48,86.0,161,2
1,37,1,6,2,2,0,68,66,60,39,21.0,151,2
0,21,2,0,5,3,0,94,82,93,89,55.0,182,1
1,32,1,2,2,2,0,95,86,80,56,61.0,173,1
0,20,0,1,5,3,0,90,82,74,68,40.0,169,1
1,35,1,2,2,2,0,40,40,44,88,29.0,151,2
1,22,0,7,5,4,1,39,23,10,44,51.0,132,0
0,29,1,2,2,1,0,16,11,6,25,1.0,107,0
0,22,1,4,4,4,0,46,78,83,82,55.0,165,1
0,20,2,7,4,4,1,87,48,83,82,78.0,174,1
1,32,1,2,1,1,0,30,50,92,20,42.0,148,2
1,21,1,3,0,1,0,94,47,57,65,11.0,155,2
1,23,1,0,0,3,0,77,43,41,42,57.0,150,2
1,20,1,10,4,4,1,66,34,66,4,92.0,152,2
0,22,1,4,2,2,0,31,47,45,52,79.0,151,2
0,21,1,8,8,5,1,97,100,86,95,43.0,193,1
1,22,0,8,7,1,0,43,36,53,36,71.0,148,2
0,37,0,2,2,1,0,12,29,9,25,79.0,130,0
0,20,1,7,4,2,0,35,41,18,18,19.0,130,0
1,21,1,2,2,2,0,72,11,15,19,83.0,140,2
1,21,1,0,1,2,0,71,99,95,85,83.0,188,1
0,24,1,2,4,4,0,53,63,36,18,4.0,134,2
0,25,1,2,2,2,0,31,12,7,21,2.0,111,0
1,20,1,5,5,3,0,61,72,61,32,43.0,152,2
0,40,0,3,0,4,1,75,96,51,90,97.0,185,1
0,20,1,0,5,2,0,66,31,45,59,96.0,160,2
1,19,0,4,5,3,0,89,7,30,83,59.0,152,2
1,33,2,0,4,2,1,82,74,81,66,21.0,164,1
0,26,1,11,5,3,0,62,59,64,36,63.0,155,2
0,21,1,3,8,3,0,96,100,96,97,76.0,201,1
0,24,1,4,4,2,0,57,56,44,22,10.0,138,2
0,20,2,4,5,3,0,63,38,73,71,90.0,165,1
0,21,1,10,2,3,0,55,70,76,68,32.0,159,2
1,22,2,8,8,4,1,56,51,45,77,27.0,152,2
0,24,1,4,0,2,0,16,59,80,93,87.0,167,1
0,22,1,3,3,5,0,82,98,94,97,87.0,195,1
1,22,1,7,8,2,1,91,78,56,27,69.0,164,2
0,19,1,4,4,2,0,35,30,20,38,34.0,133,0
1,41,2,2,0,1,0,85,84,85,69,66.0,174,1
0,23,1,4,4,2,0,17,12,11,23,28.0,119,0
1,25,2,1,8,1,0,34,61,31,11,65.0,141,2
0,24,1,0,1,1,0,45,29,26,24,68.0,140,2
0,20,0,1,5,3,0,50,69,89,70,47.0,162,1
0,28,1,2,2,3,0,9,11,22,9,32.0,118,0
1,21,1,4,4,1,0,50,81,55,64,65.0,161,2
0,39,1,1,1,2,0,19,5,7,4,1.0,85,0
1,33,2,2,2,1,0,57,68,92,43,30.0,158,2
1,28,1,4,3,5,0,31,72,98,66,91.0,172,1
0,42,1,0,0,1,0,42,56,30,16,53.0,139,2
0,23,1,2,1,1,0,11,49,74,25,50.0,140,2
1,22,2,8,5,6,0,100,99,96,100,95.0,227,1
1,21,2,8,5,2,1,48,14,15,67,58.0,138,2
1,22,1,0,0,3,0,70,98,91,67,93.0,184,1
0,38,1,2,0,2,0,42,9,24,27,99.0,144,2
0,29,1,0,2,2,0,42,88,51,48,70.0,159,2
1,19,2,4,7,3,0,65,26,30,17,52.0,138,2
1,22,1,8,5,3,1,51,54,29,63,71.0,153,2
0,21,1,8,8,3,1,58,20,34,71,77.0,152,2
1,20,0,1,0,1,0,72,55,53,16,40.0,147,2
0,21,2,3,3,5,1,81,98,99,90,85.0,195,1
1,23,1,4,0,2,0,29,16,31,45,11.0,127,0
0,21,1,1,1,3,0,33,29,25,20,18.0,129,0
0,24,1,5,4,3,0,60,71,83,94,76.0,175,1
0,23,1,1,4,2,0,88,68,84,90,14.0,168,1
0,26,1,8,0,3,0,48,21,39,21,94.0,147,2
0,37,1,2,2,3,0,44,17,43,38,16.0,134,0
1,30,1,4,4,3,1,55,57,63,61,1.0,139,2
1,26,1,11,3,3,1,64,11,36,32,72.0,143,2
1,19,2,2,5,3,0,58,56,65,94,60.0,165,1
1,21,2,0,4,3,0,73,67,62,50,38.0,156,2
0,22,2,8,4,3,0,42,65,80,1,19.0,139,2
1,22,1,8,5,1,0,84,61,48,70,32.0,159,2
0,20,1,10,10,2,0,91,94,79,93,76.0,187,1
1,21,0,3,5,2,1,27,30,28,69,59.0,142,2
0,20,2,5,5,3,0,75,87,75,77,49.0,169,1
0,24,1,4,8,1,0,43,32,1,41,80.0,133,0
0,23,2,8,5,4,1,96,90,76,88,17.0,175,1
0,28,2,4,4,2,0,85,67,32,85,42.0,162,1
1,26,1,3,3,4,0,93,63,63,68,14.0,160,2
0,26,1,2,1,2,0,17,2,5,35,4.0,105,0
0,21,1,3,3,3,0,77,40,47,56,69.0,157,2
0,19,1,2,0,1,0,66,94,95,23,54.0,165,1
1,23,1,5,5,2,0,56,95,89,89,45.0,175,1
0,23,1,0,2,2,0,58,26,16,32,11.0,129,0
0,22,1,4,4,3,0,35,33,44,39,43.0,140,2
1,22,1,2,2,1,0,60,59,48,50,54.0,152,2
1,26,1,1,0,2,0,9,37,24,16,43.0,126,0
1,23,1,5,5,2,0,12,26,13,31,31.0,124,0
0,21,1,2,4,2,0,59,29,59,56,22.0,146,2
1,23,1,0,0,1,0,22,7,15,15,30.0,119,0
0,30,1,1,2,3,0,83,73,44,69,41.0,160,2
0,26,2,1,1,2,0,24,28,40,3,15.0,123,0
1,34,1,5,8,1,0,38,34,36,63,50.0,144,2
0,21,0,2,1,1,0,81,51,96,39,41.0,161,2
0,20,1,5,4,2,1,93,96,82,88,86.0,190,1
1,21,0,7,7,5,0,84,50,85,72,30.0,164,1
1,26,1,2,5,2,0,78,69,35,83,65.0,165,1
1,31,1,4,4,2,1,12,22,5,8,59.0,118,0
1,23,1,2,0,2,1,52,59,50,82,98.0,170,1
1,37,1,2,2,3,0,84,60,92,78,43.0,169,1
0,20,0,4,8,2,0,4,12,14,30,7.0,110,0
0,24,2,4,8,2,0,42,38,51,80,87.0,160,2
1,27,1,0,3,3,0,48,19,84,38,17.0,143,2
0,26,2,9,1,3,1,25,24,29,19,7.0,122,0
1,22,1,8,10,4,1,95,94,97,79,85.0,191,1
1,20,1,4,4,2,1,71,58,29,65,1.0,125,2
0,24,1,4,2,2,0,81,88,77,52,85.0,174,1
0,23,1,0,0,2,1,77,47,77,49,69.0,162,2
0,21,1,1,5,1,0,54,93,98,74,64.0,176,1
0,20,0,4,8,2,0,12,31,39,61,78.0,144,2
1,25,1,8,7,2,0,48,54,46,68,5.0,142,2
0,42,1,4,0,3,1,12,15,30,15,2.0,114,0
0,21,2,1,4,1,0,39,13,2,29,71.0,126,0
1,24,1,3,8,3,1,77,43,95,87,91.0,179,1
0,21,1,1,2,2,0,31,7,18,42,87.0,137,0
0,30,1,0,0,1,1,5,23,1,1,1.0,75,0
0,28,1,4,0,2,0,67,52,56,40,31.0,149,2
0,27,1,4,4,3,0,32,73,27,62,69.0,152,2
1,22,1,4,0,2,0,87,96,96,78,27.0,178,1
0,21,1,3,3,5,1,92,91,100,98,95.0,219,1
0,45,1,0,0,2,0,24,6,35,21,35.0,126,0
1,55,1,2,2,1,0,14,4,20,9,8.0,109,0
1,23,1,0,0,2,0,22,10,21,31,49.0,127,0
0,27,2,2,1,3,0,54,99,80,47,80.0,172,1
1,39,0,1,1,2,1,69,69,66,97,1.0,143,2
0,20,1,8,8,4,1,82,67,75,93,46.0,171,1
1,23,1,2,2,2,0,38,62,96,30,75.0,160,2
1,20,1,7,4,3,0,19,27,8,45,70.0,132,0
1,33,1,2,1,2,0,7,1,15,2,3.0,97,0
1,20,1,3,3,4,1,64,86,70,81,69.0,171,1
0,23,1,8,1,1,0,5,53,8,24,21.0,121,0
0,25,0,3,4,4,1,51,72,48,75,81.0,163,1
0,23,1,7,5,4,0,59,90,92,89,98.0,188,1
0,26,2,4,4,3,0,83,52,32,71,1.0,129,2
0,29,1,0,2,2,0,16,4,11,61,57.0,125,0
0,21,1,10,4,4,0,60,47,22,51,84.0,152,2
1,23,0,7,3,3,0,69,33,97,32,70.0,161,2
0,23,1,0,4,2,0,22,62,32,42,10.0,133,0
0,21,0,4,5,3,0,13,52,32,79,1.0,117,0
0,21,1,1,0,2,0,45,4,6,52,33.0,124,0
0,23,1,5,5,4,0,8,41,62,65,12.0,136,2
0,22,1,5,4,2,0,71,28,13,9,36.0,131,0
1,30,1,5,4,2,0,45,26,52,2,16.0,128,0
1,21,2,5,5,2,0,99,92,97,97,15.0,188,1
0,39,2,2,2,1,0,14,23,4,14,9.0,109,0
0,30,1,4,4,2,1,24,33,49,19,50.0,136,0
0,21,1,7,8,4,0,37,55,68,53,84.0,158,2
1,38,2,8,8,4,1,8,53,19,8,79.0,133,0
0,34,1,10,4,3,0,66,43,80,63,28.0,156,2
0,22,1,5,5,4,0,49,83,85,58,30.0,160,2
0,28,1,1,1,2,0,8,2,8,14,15.0,105,0
1,20,1,3,3,3,1,65,60,56,27,51.0,150,2
1,23,1,4,10,2,0,97,61,56,33,25.0,158,2
1,26,2,10,10,3,1,98,83,94,81,66.0,186,1
0,26,0,4,3,3,0,52,66,40,54,22.0,148,2
1,21,1,4,7,3,1,93,100,100,92,72.0,216,1
1,26,2,2,8,2,0,33,71,54,57,23.0,149,2
1,20,0,3,8,3,1,53,65,59,96,90.0,173,1
1,23,2,8,8,3,0,93,93,85,92,100.0,216,1
1,23,1,7,8,3,1,45,88,71,92,50.0,168,1
0,21,2,5,8,4,0,67,100,94,96,94.0,198,1
0,37,1,4,5,2,0,25,38,54,50,66.0,146,2
0,20,1,8,8,2,0,55,48,24,58,72.0,151,2
1,25,1,4,4,2,0,91,88,81,76,70.0,179,1
0,20,1,0,0,2,0,69,49,42,60,66.0,156,2
1,21,1,8,5,1,0,45,38,73,16,35.0,142,2
0,40,1,5,1,3,0,55,45,53,31,18.0,142,2
1,27,1,7,5,2,1,64,91,92,95,33.0,176,1
0,20,2,4,2,2,1,23,58,62,60,96.0,160,2
0,30,2,8,2,5,0,11,8,2,3,21.0,104,0
0,30,1,0,0,3,0,58,23,69,54,15.0,144,2
0,20,1,4,7,2,0,29,38,25,82,53.0,145,2
1,21,2,11,8,3,1,85,85,57,86,70.0,175,1
1,32,1,2,1,1,0,9,10,3,27,40.0,114,0
1,22,1,8,8,3,0,2,32,23,1,91.0,126,0
1,22,1,2,0,1,0,15,2,13,18,34.0,115,0
0,32,1,2,2,3,0,23,22,30,22,4.0,121,0
0,35,1,4,0,3,1,95,100,85,80,28.0,184,1
0,22,1,0,4,2,0,25,61,38,40,31.0,140,2
1,22,1,8,5,4,0,65,48,78,62,93.0,168,1
0,20,1,4,8,2,0,21,22,38,12,66.0,133,0
1,26,1,4,3,1,0,7,7,3,37,10.0,106,0
0,26,1,5,5,2,0,25,55,17,31,41.0,134,0
0,27,1,11,3,3,0,4,39,4,56,66.0,127,0
1,21,1,5,8,5,0,22,32,13,65,47.0,135,0
0,22,2,0,8,2,1,63,91,84,67,71.0,173,1
1,22,1,8,5,2,0,87,63,73,70,54.0,166,1
1,23,1,4,4,2,0,79,39,13,5,70.0,140,2
1,31,1,1,1,2,0,97,72,98,84,39.0,181,1
0,24,2,4,5,1,0,20,17,32,57,6.0,126,0
0,21,1,2,4,1,0,54,74,69,67,68.0,164,1
0,20,1,8,8,2,0,11,4,4,63,19.0,117,0
0,23,2,4,4,3,0,20,3,6,28,27.0,114,0
1,33,2,0,0,2,0,67,59,52,51,83.0,161,2
0,21,0,4,4,1,0,42,21,39,20,38.0,134,0
0,23,2,8,8,3,1,82,83,56,92,89.0,180,1
0,24,2,4,2,3,0,75,77,61,69,93.0,173,1
1,22,1,0,1,2,0,29,13,53,13,54.0,132,0
1,32,1,0,4,4,0,24,11,30,42,3.0,121,0
1,42,0,1,7,2,0,49,75,53,28,79.0,156,2
0,25,2,5,5,2,0,11,2,27,34,7.0,113,0
1,23,1,2,1,1,0,91,94,90,66,76.0,182,1
0,22,1,6,2,2,0,54,15,21,66,5.0,130,0
0,21,0,8,5,4,0,100,100,97,100,100.0,251,1
0,21,1,3,8,6,0,98,100,100,89,95.0,208,1
0,25,2,0,0,3,0,77,47,18,71,1.0,123,2
0,22,2,3,8,5,1,21,52,52,69,13.0,141,2
0,28,1,4,2,3,0,57,38,57,47,75.0,154,2
1,26,1,11,2,1,0,50,8,13,6,13.0,117,0
0,20,2,4,4,1,0,60,44,32,43,10.0,138,2
0,22,1,2,0,3,1,80,91,86,73,16.0,168,1
0,21,1,11,5,3,0,62,84,74,54,71.0,166,1
1,21,1,4,4,1,0,47,31,53,25,1.0,114,0
0,34,1,1,1,2,0,41,95,30,11,85.0,154,2
1,25,1,7,1,3,1,73,40,74,26,84.0,158,2
0,21,2,8,3,2,0,79,53,66,36,78.0,161,2
0,21,2,5,4,2,1,60,85,80,100,60.0,192,1
0,21,1,8,4,5,0,90,66,79,81,97.0,182,1
0,23,2,8,8,3,0,9,2,3,33,22.0,107,0
0,24,1,2,6,2,0,38,26,31,2,60.0,130,0
1,29,2,4,5,2,1,93,95,86,25,46.0,169,1
0,22,1,5,10,4,0,88,100,96,91,56.0,191,1
0,21,1,3,8,3,1,49,98,92,84,98.0,188,1
0,21,1,3,3,3,1,89,96,72,81,56.0,177,1
1,20,0,1,0,2,0,20,3,2,39,4.0,106,0
0,40,1,8,4,6,1,29,32,40,8,23.0,130,0
0,30,1,5,5,3,1,53,68,84,83,75.0,170,1
1,34,1,2,2,3,1,76,72,69,16,22.0,151,2
0,21,2,0,2,3,0,36,56,55,57,42.0,148,2
1,23,1,0,4,2,0,56,6,15,19,53.0,128,0
1,23,2,4,7,3,1,98,71,73,78,61.0,176,1
1,23,1,4,4,3,0,59,55,26,5,23.0,135,0
0,31,1,10,0,3,0,12,39,24,18,86.0,136,0
0,21,2,4,0,2,0,45,47,27,8,22.0,133,0
0,22,1,4,5,2,0,50,97,79,76,79.0,175,1
0,25,1,7,7,5,1,60,38,62,80,13.0,150,2
0,20,2,0,7,4,0,24,8,24,63,96.0,144,2
1,25,2,8,8,1,0,91,79,78,98,68.0,184,1
1,21,1,2,5,2,0,85,85,92,98,77.0,189,1
1,21,2,11,5,3,1,80,29,86,95,57.0,169,1
0,23,1,0,4,2,0,50,56,67,31,73.0,154,2
0,30,0,8,5,4,0,29,45,69,93,97.0,169,1
0,25,0,1,4,3,0,30,40,45,58,7.0,135,0
0,22,1,3,3,4,0,65,88,77,95,73.0,179,1
0,20,0,8,5,1,0,72,35,31,55,69.0,152,2
0,22,1,8,0,5,1,18,12,27,30,43.0,127,0
0,25,1,4,0,3,0,36,14,16,30,68.0,134,0
1,21,1,8,3,1,0,57,38,66,29,1.0,120,2
0,22,0,11,8,2,1,81,61,17,94,92.0,169,1
0,20,2,8,5,2,0,69,66,79,62,48.0,161,1
0,26,1,10,8,2,0,37,15,13,22,15.0,121,0
1,20,1,3,3,3,1,100,100,98,98,78.0,225,1
1,28,1,2,11,2,1,75,72,69,34,22.0,154,2
1,26,2,4,2,2,1,6,8,1,44,35.0,109,0
0,25,1,9,2,1,0,91,57,76,47,96.0,174,1
0,23,2,2,0,2,0,15,49,79,21,52.0,142,2
0,21,0,8,8,2,0,24,38,23,72,57.0,142,2
0,19,2,3,8,3,0,51,44,45,89,27.0,153,2
0,22,1,2,2,2,0,4,6,12,46,14.0,113,0
1,20,1,8,3,5,1,84,78,45,83,37.0,165,1
1,24,0,8,8,1,0,48,13,8,33,68.0,133,0
1,24,2,2,0,2,0,25,24,43,86,36.0,145,2
0,20,1,8,8,3,1,69,66,49,73,22.0,156,2
0,39,0,2,2,1,0,14,5,15,6,8.0,107,0
1,32,2,6,1,2,0,61,83,78,42,94.0,170,1
0,20,2,5,5,4,0,100,82,82,97,20.0,185,1
1,22,0,3,5,4,0,95,94,92,98,59.0,191,1
1,20,2,10,4,1,1,99,92,98,55,100.0,200,1
0,20,1,0,0,3,0,45,30,41,13,49.0,136,2
0,27,1,4,1,3,1,13,32,33,67,47.0,138,0
0,36,1,8,8,3,1,33,14,30,8,1.0,100,0
1,24,0,5,8,2,0,42,19,9,71,39.0,135,0
0,26,2,7,5,4,1,26,52,27,91,30.0,148,2
0,21,1,8,0,3,0,58,63,54,7,49.0,144,2
0,37,1,4,0,3,0,6,15,53,40,28.0,129,0
1,22,1,5,5,1,0,35,51,42,11,5.0,129,0
0,21,2,2,0,3,0,36,45,58,12,64.0,143,2
1,22,1,0,4,2,1,76,93,68,59,36.0,165,1
0,20,1,8,8,2,0,52,60,33,58,46.0,149,2
0,33,1,2,2,2,0,16,24,14,5,62.0,123,0
0,20,0,0,5,4,0,51,36,37,35,86.0,149,2
0,28,1,2,7,3,1,56,53,19,55,16.0,140,2
1,23,1,4,8,2,0,38,20,15,88,25.0,140,0
0,22,1,3,3,5,1,94,93,94,100,24.0,203,1
0,24,1,2,2,2,0,33,55,32,11,79.0,143,2
0,19,1,4,3,3,1,46,66,79,64,33.0,156,2
0,22,1,4,5,3,0,7,65,68,57,66.0,149,2
0,21,1,4,4,2,0,57,67,58,72,80.0,165,1
1,21,1,0,1,2,0,49,10,14,8,71.0,130,0
1,29,1,10,10,3,0,68,43,42,43,77.0,154,2
1,39,2,0,2,2,0,84,49,57,73,75.0,166,1
1,55,1,2,1,3,0,6,13,21,81,44.0,132,0
0,24,1,5,7,2,0,90,97,100,90,77.0,197,1
1,26,1,1,0,2,0,56,48,27,44,43.0,143,2
1,24,1,1,1,3,1,32,79,28,51,83.0,154,2
0,22,1,8,8,3,1,69,79,63,68,88.0,171,1
1,31,1,0,0,2,0,79,62,87,76,71.0,172,1
0,28,1,8,4,1,0,22,47,68,20,39.0,140,2
0,21,1,4,4,2,0,53,82,21,25,88.0,153,2
0,20,1,4,2,2,0,54,46,27,25,93.0,150,2
0,42,1,7,5,3,1,76,75,65,50,91.0,169,1
0,27,0,2,2,1,0,30,65,34,23,11.0,133,0
0,20,1,4,10,1,0,15,39,6,11,11.0,114,0
1,26,1,11,0,2,0,84,56,49,53,63.0,159,2
0,21,1,7,5,2,0,86,81,74,48,94.0,175,1
1,20,1,8,8,4,1,92,86,83,92,90.0,189,1
1,19,0,5,7,3,0,55,50,27,64,8.0,140,2
0,31,1,4,0,2,1,24,47,52,27,25.0,138,0
0,25,1,5,5,3,0,22,6,17,16,72.0,126,0
0,21,2,3,7,4,1,81,98,90,93,80.0,190,1
1,27,1,2,2,1,0,7,23,30,51,34.0,129,0
0,22,1,3,3,4,1,14,30,26,63,97.0,148,2
0,28,2,1,1,3,0,39,22,10,69,50.0,136,0
0,19,1,0,2,2,0,73,84,84,60,82.0,173,1
0,28,0,0,2,4,0,84,77,84,69,83.0,176,1
0,26,1,7,7,3,0,47,35,29,13,67.0,140,2
0,29,1,2,1,3,0,35,52,50,44,76.0,151,2
1,23,1,4,5,3,0,87,96,95,100,64.0,208,1
0,42,1,1,5,1,0,24,66,81,2,50.0,140,2
0,20,1,8,5,2,1,92,89,85,89,90.0,189,1
1,28,1,7,0,2,0,48,33,41,76,90.0,158,2
0,24,1,8,4,6,1,1,6,5,71,1.0,90,0
0,26,1,2,2,4,0,22,23,46,52,62.0,140,2
1,24,2,3,10,3,0,60,30,24,38,45.0,139,2
0,52,1,2,1,3,0,1,4,8,5,7.0,98,0
1,22,1,0,4,1,0,73,91,75,94,97.0,188,1
0,22,1,3,8,5,1,85,64,64,93,20.0,167,1
0,20,2,4,4,1,0,88,62,87,35,23.0,160,2
1,21,2,8,8,3,1,54,23,71,77,83.0,160,2
0,20,0,4,4,1,0,35,36,16,54,11.0,130,0
1,35,1,2,0,2,0,69,49,33,74,51.0,154,2
1,21,1,3,4,1,0,78,82,46,77,30.0,162,1
1,32,2,6,1,2,0,22,3,15,47,4.0,115,0
0,21,0,8,8,5,0,58,63,83,90,60.0,168,1
1,29,2,2,4,1,0,46,83,64,50,74.0,161,2
1,20,2,8,5,3,0,74,70,80,84,63.0,171,1
0,26,1,2,2,3,1,83,87,54,42,93.0,171,1
1,21,1,2,4,2,0,91,63,50,19,64.0,157,2
0,26,1,2,4,1,0,6,17,8,16,16.0,112,0
0,23,1,2,8,4,0,30,58,38,7,49.0,136,2
1,21,2,5,4,2,0,94,99,78,87,90.0,193,1
0,20,1,4,3,3,1,83,99,92,95,94.0,198,1
1,24,1,2,2,2,0,10,15,12,15,43.0,118,0
1,46,1,2,2,1,0,76,56,68,45,45.0,156,2
1,39,1,1,1,1,0,23,18,26,17,53.0,128,0
0,24,2,1,0,1,0,30,19,43,2,45.0,128,0
1,22,1,5,4,1,0,83,13,55,69,73.0,158,2
0,25,1,0,0,2,0,36,68,65,41,4.0,140,2
0,37,1,2,2,2,0,50,56,60,22,50.0,146,2
1,21,1,5,5,3,0,6,8,5,39,41.0,116,0
0,27,2,11,0,2,0,6,34,64,54,90.0,148,2
0,26,1,4,4,2,0,51,37,37,61,53.0,147,2
0,24,0,7,4,4,0,13,11,1,24,2.0,103,0
0,26,1,0,4,1,0,27,68,44,33,19.0,140,2
1,20,1,7,7,2,0,3,23,3,2,19.0,104,0
0,31,2,0,2,1,0,1,24,22,40,45.0,123,0
1,21,2,5,8,4,0,94,75,100,82,95.0,209,1
0,21,1,0,2,2,0,37,39,87,43,55.0,150,2
0,20,1,5,10,2,0,92,89,85,87,93.0,189,1
1,23,1,3,5,4,1,99,91,94,98,80.0,199,1
0,23,1,4,8,3,0,61,70,64,60,30.0,156,2
0,27,2,4,4,2,0,68,80,100,96,79.0,189,1
1,22,1,8,4,4,1,27,64,91,93,87.0,173,1
1,22,1,2,5,2,0,42,73,51,66,76.0,160,2
0,31,2,0,4,2,0,45,65,48,39,64.0,151,2
1,31,1,4,4,2,0,16,3,4,28,1.0,87,0
0,24,1,2,4,1,0,88,87,89,77,81.0,182,1
1,22,1,5,4,3,0,93,88,84,75,45.0,176,1
0,23,1,2,2,2,0,44,6,32,20,34.0,129,0
0,25,1,11,8,3,0,64,42,49,59,58.0,152,2
0,22,1,2,2,1,0,6,29,35,4,45.0,123,0
0,33,1,8,3,3,0,30,29,56,13,34.0,135,0
1,39,1,2,0,1,1,88,54,84,27,36.0,158,2
1,27,1,4,0,1,0,94,57,69,64,41.0,165,1
0,20,2,1,4,2,0,28,21,30,9,58.0,129,0
1,20,1,4,4,2,0,42,38,27,36,16.0,134,0
0,23,1,2,0,1,0,69,64,21,16,76.0,149,2
1,21,2,2,5,3,0,49,48,37,46,55.0,146,2
0,30,1,4,4,1,0,27,17,46,2,71.0,132,0
1,21,1,1,4,2,0,30,60,49,62,81.0,156,2
0,22,1,5,5,3,0,3,91,63,74,16.0,147,2
0,25,1,0,0,2,0,62,95,70,81,64.0,173,1
0,32,1,2,1,3,1,48,48,59,32,71.0,151,2
0,23,1,0,10,1,0,2,13,7,6,79.0,116,0
1,27,1,10,10,4,0,70,82,74,83,67.0,173,1
1,23,1,3,4,5,1,55,49,24,60,94.0,157,2
0,23,1,8,5,4,0,43,30,40,92,93.0,162,2
0,21,0,5,5,2,1,37,55,14,38,31.0,136,0
0,19,1,3,0,1,0,30,44,62,14,65.0,143,2
1,24,2,8,8,3,1,57,51,53,36,1.0,121,2
0,23,1,1,2,3,0,44,45,49,39,65.0,148,2
0,21,1,8,4,3,0,51,69,98,88,90.0,180,1
1,21,0,3,8,2,0,90,81,51,48,32.0,161,2
0,25,1,0,4,2,0,47,42,23,13,53.0,136,0
0,24,1,3,10,3,1,13,48,13,36,16.0,125,0
0,26,2,2,4,3,0,14,2,10,94,24.0,128,0
1,21,1,4,8,3,1,94,98,96,79,79.0,191,1
0,19,2,0,5,3,1,34,61,47,67,27.0,148,2
1,31,1,5,5,1,0,13,9,9,20,58.0,119,0
0,50,0,5,2,2,0,2,7,35,23,33.0,119,0
0,18,2,8,5,2,0,31,48,28,41,61.0,141,2
0,51,1,2,0,4,0,84,64,59,73,62.0,165,1
1,23,2,3,3,5,1,74,93,92,96,43.0,181,1
0,22,1,3,3,3,1,86,76,82,90,96.0,186,1
1,20,1,8,8,5,0,2,1,3,88,90.0,125,0
1,33,1,1,4,4,1,82,95,78,80,87.0,183,1
0,21,0,4,4,4,1,6,3,8,12,11.0,103,0
0,48,1,2,2,3,0,20,10,19,15,5.0,113,0
0,27,1,6,6,1,0,1,3,2,4,12.0,93,0
1,22,2,10,4,3,0,89,72,17,67,20.0,154,2
0,19,1,4,5,3,0,2,91,27,26,94.0,146,2
1,28,1,8,0,2,0,20,43,15,14,65.0,132,0
0,31,1,2,2,4,0,21,20,15,10,20.0,121,0
1,35,1,8,4,6,1,14,73,87,87,1.0,133,2
1,21,0,7,7,4,1,72,64,82,78,1.0,138,2
0,27,1,2,2,1,0,15,39,25,31,1.0,105,0
1,24,1,0,4,2,0,25,6,17,50,51.0,128,0
1,48,1,6,6,3,1,17,6,27,8,44.0,120,0
0,21,1,0,3,4,1,64,84,54,58,39.0,158,2
1,20,0,0,7,3,0,45,54,86,79,66.0,164,1
1,24,1,5,4,2,0,12,55,46,54,61.0,143,2
0,28,1,2,5,2,0,58,89,76,84,19.0,165,1
1,24,0,2,5,2,0,75,45,21,10,40.0,139,2
0,32,1,1,0,3,0,63,89,62,43,56.0,159,2
0,22,2,8,7,2,0,42,45,50,9,7.0,130,0
1,24,1,1,0,2,0,71,79,93,62,100.0,200,1
1,21,2,8,3,4,1,85,37,12,74,65.0,153,2
0,41,1,3,3,3,0,16,25,9,56,20.0,126,0
0,22,1,4,0,2,0,6,19,1,4,33.0,107,0
0,20,1,7,10,1,0,60,85,71,64,26.0,160,1
0,21,1,4,10,3,0,81,75,77,91,28.0,171,1
0,23,1,2,2,2,0,75,45,53,30,79.0,156,2
1,24,1,8,4,2,0,86,83,68,52,74.0,170,1
1,30,1,4,10,3,0,95,82,97,95,91.0,196,1
0,22,1,4,8,4,1,70,46,73,73,94.0,169,1
0,24,1,0,10,3,0,55,13,13,58,33.0,134,0
1,24,2,11,7,3,0,55,10,34,58,15.0,135,0
0,29,0,8,5,2,0,64,70,74,68,93.0,171,1
